user_id,accuracy,resptime,session,trial,condition_text,threshold_text,duration_text,q1,q2,q3,q4,q5,q6,trial_id
1,1,0.8342950344085693,6.0,10.0,no distraction,filtered,long,6.0,6.0,1.0,6.0,7.0,5.0,65
1,1,0.9640378952026368,7.0,1.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,66
1,1,1.3233749866485596,7.0,2.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,67
1,1,0.9339897632598876,7.0,3.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,68
1,1,0.9756639003753662,7.0,4.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,69
1,1,1.254910945892334,7.0,5.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,70
1,1,1.107213258743286,7.0,6.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,71
1,1,1.354753017425537,7.0,7.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,72
1,1,2.042076826095581,7.0,8.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,73
1,1,0.951667070388794,7.0,9.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,74
1,1,0.8445429801940918,7.0,10.0,with distraction,static,long,6.0,6.0,1.0,6.0,6.0,5.0,75
1,1,0.8860406875610352,8.0,1.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,76
1,1,0.7690119743347168,8.0,2.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,77
1,1,0.697124719619751,8.0,3.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,78
1,1,0.7520430088043213,8.0,4.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,79
1,1,1.5909810066223145,8.0,5.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,80
1,1,0.7489199638366699,8.0,6.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,81
1,1,0.9755258560180664,8.0,7.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,82
1,1,0.8054177761077881,8.0,8.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,83
1,1,1.0985920429229736,8.0,9.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,84
1,1,0.7769112586975098,8.0,10.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,85
1,1,1.205108880996704,9.0,1.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,86
1,1,0.9137449264526368,9.0,2.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,87
1,1,1.0427250862121582,9.0,3.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,88
1,1,0.9583408832550048,9.0,4.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,89
1,1,1.1055829524993896,9.0,5.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,90
1,1,1.1148552894592283,9.0,6.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,91
1,1,0.9551670551300048,9.0,7.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,92
1,1,0.8447840213775635,9.0,8.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,93
1,1,1.1882517337799072,9.0,9.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,94
1,1,1.1886041164398191,9.0,10.0,with distraction,filtered,long,6.0,6.0,1.0,6.0,6.0,6.0,95
1,1,0.8609838485717773,10.0,1.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,96
1,1,0.6775908470153809,10.0,2.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,97
1,1,0.489617109298706,10.0,3.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,98
1,1,0.7106156349182129,10.0,4.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,99
1,1,0.7293901443481445,10.0,5.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,100
1,1,0.4203400611877441,10.0,6.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,101
1,1,0.8530571460723877,10.0,7.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,102
1,1,1.9913430213928225,10.0,8.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,103
1,1,0.6116139888763428,10.0,9.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,104
1,1,0.512274980545044,10.0,10.0,no distraction,filtered,short,7.0,7.0,1.0,7.0,6.0,7.0,105
1,1,0.9720029830932616,11.0,1.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,106
1,1,1.1140711307525637,11.0,2.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,107
1,1,1.2817058563232422,11.0,3.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,108
1,1,3.3808839321136475,11.0,4.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,109
1,1,0.8571639060974121,11.0,5.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,110
1,1,0.8235208988189697,11.0,6.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,111
1,1,0.8349452018737793,11.0,7.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,112
1,1,0.8277862071990967,11.0,8.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,113
1,1,1.394848108291626,11.0,9.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,114
1,1,1.664668083190918,11.0,10.0,no distraction,none,long,1.0,1.0,1.0,1.0,1.0,1.0,115
14,1,0.5975611209869385,0.0,1.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,1
14,1,0.5002548694610596,0.0,2.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,2
14,0,0.5803208351135254,0.0,3.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,3
14,1,0.6704080104827881,0.0,4.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,4
14,1,0.8068370819091797,0.0,5.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,5
14,1,0.6719138622283936,0.0,6.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,6
14,1,1.504249095916748,0.0,7.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,7
14,1,0.8085799217224121,0.0,8.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,8
14,1,0.7193398475646973,0.0,9.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,9
14,1,0.8557450771331787,0.0,10.0,no distraction,static,long,4.0,4.0,1.0,1.0,1.0,2.0,10
14,1,0.5068848133087158,1.0,1.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,11
14,1,1.0855200290679932,1.0,2.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,12
14,1,0.7413430213928223,1.0,3.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,13
14,1,0.747593879699707,1.0,4.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,14
14,1,0.7935371398925781,1.0,5.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,15
14,1,0.8069360256195068,1.0,6.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,16
14,1,0.654437780380249,1.0,7.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,17
14,0,0.6477060317993164,1.0,8.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,18
14,1,1.1504740715026855,1.0,9.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,19
14,1,0.8467550277709961,1.0,10.0,no distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,20
14,1,0.7328600883483887,2.0,1.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,21
14,1,0.694936990737915,2.0,3.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,22
14,1,0.6965858936309814,2.0,4.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,23
14,1,0.6926701068878174,2.0,5.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,24
14,1,0.8366961479187012,2.0,6.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,25
14,1,0.733712911605835,2.0,7.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,26
14,1,0.6602339744567871,2.0,8.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,27
14,1,0.5652408599853516,2.0,9.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,28
14,1,0.7230420112609863,2.0,10.0,no distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,29
14,1,0.7817108631134033,3.0,1.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,30
14,1,0.808046817779541,3.0,2.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,31
14,1,0.8366758823394775,3.0,3.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,32
14,1,0.5736949443817139,3.0,4.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,33
14,1,1.483109951019287,3.0,5.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,34
14,1,0.9499080181121826,3.0,6.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,35
14,1,0.8085370063781738,3.0,7.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,36
14,1,0.9470000267028807,3.0,8.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,37
14,1,1.0440771579742432,3.0,9.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,38
14,1,0.9452941417694092,3.0,10.0,with distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,39
14,1,1.0358068943023682,4.0,1.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,40
14,1,0.9407460689544678,4.0,2.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,41
14,1,0.947218894958496,4.0,3.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,42
14,1,0.953693389892578,4.0,4.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,43
14,1,0.9183402061462402,4.0,5.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,44
14,1,0.932685136795044,4.0,6.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,45
14,1,0.9213268756866456,4.0,7.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,46
14,1,1.2127721309661863,4.0,8.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,47
14,1,1.214677095413208,4.0,9.0,with distraction,filtered,long,6.0,5.0,1.0,5.0,1.0,3.0,48
14,1,0.9456462860107422,5.0,1.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,49
14,1,1.1193568706512451,5.0,2.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,50
14,1,0.917686939239502,5.0,3.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,51
14,1,1.082824945449829,5.0,4.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,52
14,1,1.31671404838562,5.0,5.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,53
14,1,1.3422460556030271,5.0,6.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,54
14,1,0.8113372325897217,5.0,7.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,55
14,1,1.2060492038726809,5.0,8.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,56
14,1,1.3808941841125488,5.0,9.0,with distraction,none,long,4.0,4.0,1.0,1.0,1.0,1.0,57
14,1,0.9528722763061525,6.0,1.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,58
14,1,1.1247859001159668,6.0,2.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,59
14,1,1.0835189819335938,6.0,3.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,60
14,1,0.9522261619567872,6.0,4.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,61
14,1,1.227921962738037,6.0,5.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,62
14,0,1.891772747039795,6.0,6.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,63
14,1,1.073861837387085,6.0,7.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,64
14,1,1.2394051551818848,6.0,8.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,65
14,1,1.071239948272705,6.0,9.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,66
14,1,0.946552038192749,6.0,10.0,with distraction,static,long,4.0,4.0,2.0,1.0,2.0,2.0,67
14,1,0.8385300636291504,7.0,1.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,68
14,1,0.6147129535675049,7.0,2.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,69
14,1,0.6204700469970703,7.0,3.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,70
14,1,0.641463041305542,7.0,4.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,71
14,1,0.5693860054016113,7.0,5.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,72
14,1,0.7131016254425049,7.0,6.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,73
14,1,0.5914990901947021,7.0,7.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,74
14,0,0.681908130645752,7.0,8.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,75
14,1,0.5920047760009766,7.0,9.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,76
14,1,0.5771749019622803,7.0,10.0,no distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,77
14,1,0.8415920734405518,8.0,1.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,78
14,1,0.8158771991729736,8.0,2.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,79
14,1,0.8428781032562256,8.0,3.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,80
14,1,1.07745099067688,8.0,4.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,81
14,1,1.0778801441192627,8.0,5.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,82
14,1,0.9535107612609864,8.0,6.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,83
14,1,0.9483840465545654,8.0,7.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,84
14,1,0.931143045425415,8.0,8.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,85
14,1,0.9421632289886476,8.0,9.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,86
14,1,0.9380981922149658,8.0,10.0,with distraction,static,short,4.0,4.0,1.0,1.0,1.0,1.0,87
14,1,0.7522189617156982,9.0,1.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,88
14,1,0.9188997745513916,9.0,2.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,89
14,1,1.1637659072875977,9.0,3.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,90
14,1,1.259171962738037,9.0,4.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,91
14,1,0.9922850131988524,9.0,5.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,92
14,1,1.0118939876556396,9.0,6.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,93
14,1,0.60247802734375,9.0,7.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,94
14,1,0.74149489402771,9.0,8.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,95
14,1,1.3507521152496338,9.0,9.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,96
14,1,0.9450550079345704,9.0,10.0,no distraction,filtered,long,4.0,4.0,1.0,1.0,1.0,3.0,97
14,1,0.9446280002593994,10.0,1.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,98
14,1,0.7125208377838135,10.0,2.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,99
14,0,0.8447728157043457,10.0,3.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,100
14,1,1.2042999267578125,10.0,4.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,101
14,1,0.9813289642333984,10.0,5.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,102
14,1,1.055830955505371,10.0,6.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,103
14,1,0.951693058013916,10.0,7.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,104
14,1,0.8226418495178223,10.0,8.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,105
14,1,0.9409151077270508,10.0,9.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,106
14,1,1.0891966819763184,10.0,10.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,107
14,1,1.6110479831695557,11.0,1.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,108
14,1,0.7270469665527344,11.0,2.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,109
14,1,0.6288750171661377,11.0,3.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,110
14,1,0.5683929920196533,11.0,4.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,111
14,0,0.7219321727752686,11.0,5.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,112
14,1,0.8356800079345703,11.0,6.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,113
14,1,0.5929121971130371,11.0,7.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,114
14,1,0.8001668453216553,11.0,8.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,115
14,1,0.6546249389648438,11.0,9.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,116
14,1,0.7281689643859863,11.0,10.0,no distraction,filtered,short,4.0,4.0,1.0,1.0,1.0,1.0,117
3,1,0.9975769519805908,0.0,1.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,1
3,1,1.1513400077819824,0.0,2.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,2
3,1,0.6318178176879883,0.0,3.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,3
3,1,0.6391041278839111,0.0,4.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,4
3,1,0.8413848876953125,0.0,5.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,5
3,1,0.7158188819885254,0.0,6.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,6
3,1,0.6657559871673584,0.0,7.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,7
3,1,0.521712064743042,0.0,8.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,8
3,1,0.6393148899078369,0.0,9.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,9
3,1,0.5892689228057861,0.0,10.0,no distraction,filtered,long,4.0,5.0,1.0,2.0,1.0,1.0,10
3,1,0.8083651065826416,1.0,1.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,11
3,1,0.8156712055206299,1.0,2.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,12
3,1,0.6768980026245117,1.0,3.0,with distraction,none,short,4.0,4.0,1.0,1.0,1.0,1.0,13
